payment_id,payment_date,value_date,debtor_account_id,creditor_account_id,payment_type,amount,currency,exchange_rate,creditor_bank,creditor_account_number,creditor_name,payment_reference,payment_status,settlement_date,settlement_lag_days,fee_amount,fee_type
6212eb8f-92a1-42d4-9317-8b1d5fc44305,2023-11-22,2023-11-22,7441a3e4-9a95-4105-a69e-4a6cf3ce06ac,cfe2387c-1abf-43c5-a533-828ad2a37f67,Debit Order,109690.66,USD,17.7265,Prime Capital Bank,9509397347,PCB Customer,PAY846926416,Settled,2023-11-22,0,25.0,Fixed
053f1977-780f-4388-891d-7efaf9b9516f,2021-11-26,2021-11-28,70442b96-2c44-4411-8341-22c6a2927df3,200536da-3c80-4e75-8129-5e0e2a49b7d5,EFT,26115.81,ZAR,1.0,Prime Capital Bank,6676575488,PCB Customer,PAY171539797,Settled,2021-11-28,2,0.0,None
cf86fb1a-b6b8-4b2c-a444-5ebca749dc76,2022-09-16,2022-09-18,8e22453b-2b42-47dd-8189-41c7aee22c34,03ac280c-2885-425c-810f-34640340c550,EFT,22775.47,ZAR,1.0,Prime Capital Bank,6966953621,PCB Customer,PAY162005001,Settled,2022-09-18,2,86.0,Percentage
7dfee880-76d4-4269-b27a-f7403414a986,2019-02-04,2019-02-05,8625eba3-3aaf-4fa4-a8dc-eac866061487,EXTERNAL,EFT,3621.95,ZAR,1.0,Absa,2273065514,Benjamin Hughes,PAY260100212,Settled,2019-02-05,1,25.0,Fixed
3342c16a-939f-445c-b1c5-aa3ad16701f8,2015-08-18,2015-08-18,eb35dcbb-047f-44b4-b169-4b1f1d4e4d35,7e485b4b-ffda-42f3-ac58-c49342e8ea35,Internal,139177.67,ZAR,1.0,Prime Capital Bank,3789989848,PCB Customer,PAY291485520,Settled,2015-08-18,0,411.78,Percentage
76903b4d-5d0d-4a73-ba8f-3602c1bd1f25,2017-10-16,2017-10-16,d2fcf2e8-ef02-4aee-bc6f-02c5ab328a79,02c25d6d-c674-4198-a6f1-aa4e7c3148d1,Debit Order,109535.24,ZAR,1.0,Prime Capital Bank,3537309627,PCB Customer,PAY665314712,Settled,2017-10-16,0,417.39,Percentage
a4429478-3dd1-4c0f-97e2-0ee37417bea7,2021-11-30,2021-11-30,4c821eef-220b-4049-905b-2db203a164d4,d4541ff3-80f5-49ab-84dd-7af86c942d05,Internal,216536.78,ZAR,1.0,Prime Capital Bank,8102503693,PCB Customer,PAY716543382,Settled,2021-11-30,0,424.67,Percentage
ab4077f9-8858-4b55-b250-4289cbe505f7,2023-12-02,2023-12-03,e3521f74-2679-412c-bb47-a397bc1e1d54,EXTERNAL,EFT,131207.34,ZAR,1.0,Investec,2379868552,Adrian Johnson,PAY425179503,Settled,2023-12-03,1,477.44,Percentage
b47efbd7-4cf7-4a6d-b7ff-13400df7be56,2017-07-23,2017-07-23,d7196166-a0cf-44ed-8497-cfac246d10f3,5481ea05-db7d-4407-9dde-86db69b4d36d,Debit Order,116131.94,ZAR,1.0,Prime Capital Bank,9185074645,PCB Customer,PAY115776621,Settled,2017-07-23,0,100.0,Fixed
3599eceb-93d2-4bc9-a656-efcb57e9451b,2020-10-20,2020-10-20,74ff7689-2554-458f-94ad-acfa3ea5790c,576429f1-fa6c-4ea8-9c2e-7bbb6b2e5968,Debit Order,60115.69,ZAR,1.0,Prime Capital Bank,8404623971,PCB Customer,PAY231271282,Settled,2020-10-20,0,197.43,Percentage
6c77be6d-e787-442c-a4cf-658ec1f23a74,2019-09-02,2019-09-02,7160ce9f-b5cb-4c0e-8be2-9bb007915cdc,098de619-4304-49b2-9991-17137c184a68,RTGS,8655788.04,ZAR,1.0,Prime Capital Bank,5739791403,PCB Customer,PAY887471357,Settled,2019-09-02,0,0.0,None
7729e515-4ec9-43dc-8ed2-7a3de2282056,2024-12-07,2024-12-07,133a60ae-5774-4c18-8c29-eefaf6a3236a,EXTERNAL,EFT,79187.92,ZAR,1.0,Discovery Bank,7419093083,Dr Sam Wood,PAY753595952,Pending,2024-12-07,0,102.59,Percentage
dac6a3ce-7cc9-44c1-838e-c4e9239c457a,2015-05-18,2015-05-19,7eeed1d1-15ed-42e0-87ba-d1dbbd42faf6,EXTERNAL,EFT,97879.35,ZAR,1.0,Absa,5176559744,Gugulethu Gwagwa-Dumakude,PAY373456694,Settled,2015-05-19,1,0.0,None
684b7252-4cb1-4d85-8570-8f5fd1efe441,2016-01-01,2016-01-02,7e65a038-eed2-47de-8327-3db48927db50,69ba301a-cf7c-4ec0-9240-b0b83feedc0b,Debit Order,22944.96,ZAR,1.0,Prime Capital Bank,9576673728,PCB Customer,PAY253758391,Settled,2016-01-02,1,25.0,Fixed
3eafe337-dd6e-4821-8d37-6873e8f83eb1,2020-01-13,2020-01-14,6c618dea-46ab-4bc4-8435-6b95b0f769f2,7b524cd7-2432-4c59-a2e2-9cc6b83cb7fb,Debit Order,186001.03,ZAR,1.0,Prime Capital Bank,6306862267,PCB Customer,PAY744312575,Settled,2020-01-14,1,0.0,None
7defdae9-5e5e-474f-9b3b-ea63e373f00f,2016-05-25,2016-05-25,d6c01176-4157-4f94-a376-aec9590d1b49,05dad06a-4564-4648-aa70-6b147a164226,Internal,408673.06,ZAR,1.0,Prime Capital Bank,4600632823,PCB Customer,PAY289926482,Settled,2016-05-25,0,0.0,None
cc2e70cd-1444-4eaa-a581-ade6f21d05a2,2022-10-31,2022-11-01,a0aa4516-22c6-4353-a834-4b7342466f6b,EXTERNAL,EFT,67921.35,ZAR,1.0,Investec,5670419743,Andile Mlaba,PAY449045537,Pending,2022-11-01,1,0.0,None
be8c28d3-76d9-4837-868e-d6c49397e2ec,2023-08-03,2023-08-03,53dc8452-c661-4682-aef8-7805a07b1d49,4085320e-e917-449f-bd6b-15654080aaf2,Internal,172520.2,ZAR,1.0,Prime Capital Bank,9744173587,PCB Customer,PAY359419091,Settled,2023-08-03,0,50.0,Fixed
dc3d272e-50ac-44d2-928f-f0f85e9dac31,2015-12-09,2015-12-09,4bf7900a-4397-4025-8c18-81de568cbdf1,028735a0-eedc-4b84-9656-c7ebe0d07403,Internal,485215.29,ZAR,1.0,Prime Capital Bank,2108979346,PCB Customer,PAY679151596,Settled,2015-12-09,0,100.0,Fixed
f1c67d6f-514e-4ba2-a0f1-a06c339c9984,2017-01-08,2017-01-08,7ec8a48a-6ea7-462e-b4d3-2d9a8410a8a8,EXTERNAL,EFT,161277.93,ZAR,1.0,Absa,8937112982,Mr. Nhlanhla Sontuli,PAY274279840,Settled,2017-01-08,0,617.79,Percentage
4f9f01a1-0c66-44a0-a3fc-d8917ec9427f,2016-04-08,2016-04-08,2bb22dfa-4591-42ad-8ca2-9d8ac28410c2,c0289eef-258a-4d7e-953a-2f26de856b9b,Internal,200452.29,ZAR,1.0,Prime Capital Bank,6464483966,PCB Customer,PAY370892746,Settled,2016-04-08,0,0.0,None
2b63157e-ce1c-491b-986e-bca5dca8424e,2022-09-19,2022-09-20,52285b09-d17e-485f-9900-f7c63a08ff38,EXTERNAL,EFT,57328.81,EUR,21.2694,Nedbank,4080731392,Dr Benjamin Jones,PAY409982145,Settled,2022-09-20,1,8.5,Fixed
3d6c6afd-4ed7-4237-b31e-1dc88f6f8680,2015-09-20,2015-09-20,d60e9eae-5b22-48a3-9889-6f7ce0e658ff,89508310-0e20-4767-b6ca-b33dbc0c4fff,Debit Order,8360.43,ZAR,1.0,Prime Capital Bank,8346909445,PCB Customer,PAY162849644,Settled,2015-09-20,0,0.0,None
97c2a57d-b02f-4262-8e3f-5a4c04c574f4,2019-09-19,2019-09-21,68cf211e-6b58-4ab4-83c1-536b5263abbd,4b095387-f55c-4197-9aca-a60ea7fe0287,EFT,52000.31,ZAR,1.0,Prime Capital Bank,8946564993,PCB Customer,PAY441091485,Failed,2019-09-21,2,25.0,Fixed
9599ad55-be50-475b-ac11-cc9fa23b1074,2022-12-12,2022-12-14,bee7f0df-7efa-4bd6-b9ce-d1ed63353d6a,EXTERNAL,EFT,35934.0,EUR,21.1698,Capitec,7987089069,Dr. Thalente Chagwe,PAY168795961,Settled,2022-12-14,2,166.53,Percentage
bcbdf701-8565-455a-ac9f-5dde838e73d8,2023-12-18,2023-12-18,ca7906af-7f80-42a9-be69-629fb7324e20,EXTERNAL,EFT,190687.09,ZAR,1.0,FNB,4199899758,Mthokozisi Mamba,PAY846390937,Settled,2023-12-18,0,0.0,None
65a38cfa-1344-4b5e-b2b3-9eaa4b6d6e7e,2022-03-13,2022-03-15,360899bc-1832-4b0e-92de-6c28b95b78aa,EXTERNAL,EFT,756.97,USD,18.2406,Nedbank,6993906963,Mama Sihawukele Mahamba,PAY135831980,Settled,2022-03-15,2,0.0,None
43c6907e-bd5d-426c-97c2-111b9466fab3,2017-01-21,2017-01-22,2ea7dac7-fa6a-45e6-abb4-7397b21b87d9,3101a052-2ef4-4387-a617-40195570d551,EFT,78969.45,ZAR,1.0,Prime Capital Bank,7259936730,PCB Customer,PAY406985634,Settled,2017-01-22,1,348.62,Percentage
9ddb1336-a7b2-4da4-a8db-bf4fb0ce1782,2015-06-13,2015-06-15,afe10e8e-e849-4a43-8880-0f7096c37c84,EXTERNAL,EFT,63384.64,ZAR,1.0,TymeBank,5289003884,Neil Saunders,PAY101935905,Settled,2015-06-15,2,100.0,Fixed
10ae5ea0-4531-4329-9803-ed2747db5664,2020-11-17,2020-11-17,4beec51d-b1b6-43b8-9476-6cc885b51c37,78b8f910-834a-45f3-9cde-a9af5b39c3c7,Internal,377739.67,ZAR,1.0,Prime Capital Bank,2348986811,PCB Customer,PAY542548362,Settled,2020-11-17,0,15.0,Fixed
2d998c5c-084b-40fa-97ec-d871ed488cf0,2015-07-04,2015-07-04,1524dce9-0f3a-4f0d-bb58-31d1910941c1,EXTERNAL,EFT,79159.34,ZAR,1.0,TymeBank,7054193037,Zakhele Mshengu,PAY693490206,Settled,2015-07-04,0,0.0,None
4a0d06be-03bf-4663-b2ec-e1e0a1989914,2017-11-11,2017-11-11,91ca2a02-96fd-4f3e-aa22-ef0e7e0d3ff9,63599407-408b-40c2-b5bd-c76835de0935,Internal,465254.12,ZAR,1.0,Prime Capital Bank,8552409831,PCB Customer,PAY323152848,Settled,2017-11-11,0,50.0,Fixed
39f14666-5797-4587-bc0c-b3b0a8b1f023,2021-11-03,2021-11-03,9a0fce8f-96ca-4c4f-a669-888b0b796de0,68c20143-35ad-4d40-a164-f960510cad5b,Internal,224377.63,ZAR,1.0,Prime Capital Bank,3593860739,PCB Customer,PAY595906486,Settled,2021-11-03,0,0.0,None
99c98db3-61d7-4da5-b3ac-0e55b18902e7,2023-07-27,2023-07-27,31d8166a-505e-43c8-ac1a-bda6eb48f622,3d81dc5b-5b4e-4f1b-a145-46094d70f2f1,RTGS,7143687.16,EUR,20.8484,Prime Capital Bank,1650896650,PCB Customer,PAY381747944,Settled,2023-07-27,0,27929.39,Percentage
53c4b928-7001-4578-84f7-b78080484da0,2018-07-15,2018-07-15,360899bc-1832-4b0e-92de-6c28b95b78aa,2101ea33-fa20-49e5-9f17-f87cf327ec9e,Internal,197487.96,EUR,20.7462,Prime Capital Bank,6684850729,PCB Customer,PAY821046776,Settled,2018-07-15,0,0.0,None
1bd0e727-92bd-4d44-a96c-d3e0b7fa618f,2023-07-09,2023-07-09,e31c8057-f8e4-4718-a220-bfc4ae9a6d93,d0f74bed-9d4b-4b9e-9c0b-e0f32e84d161,EFT,187251.56,ZAR,1.0,Prime Capital Bank,8213174875,PCB Customer,PAY157028841,Settled,2023-07-09,0,0.0,None
c865a2b4-5d62-48fe-a3f1-97e90d77e882,2018-05-31,2018-06-01,1c669c4b-1db8-47c7-aed8-75a741c670a4,115e5aa2-f071-44c7-a7de-ae5fe011f45b,Debit Order,149658.3,ZAR,1.0,Prime Capital Bank,7811728800,PCB Customer,PAY532931519,Settled,2018-06-01,1,510.11,Percentage
ec03d807-8351-4bb5-a10f-514f4f4e65e1,2020-05-18,2020-05-20,73433310-3036-4cf0-ad05-cfdd99acb98b,7f0e17af-0739-4098-a228-88ef6bbcdbde,EFT,107278.2,ZAR,1.0,Prime Capital Bank,8614563485,PCB Customer,PAY212466311,Settled,2020-05-20,2,8.5,Fixed
cdb58661-7174-4b1e-a9d4-e5165d1fa8a2,2021-12-01,2021-12-03,85887b65-022d-4709-b108-468fccf5ec4b,336f8b76-410a-4137-bf38-e53cb171eb88,Debit Order,152006.56,ZAR,1.0,Prime Capital Bank,5735755621,PCB Customer,PAY948478838,Failed,2021-12-03,2,0.0,None
11057721-56ad-4b0b-a837-976976aec5c8,2019-05-09,2019-05-10,43df7783-cc8a-40ac-a068-1df4325a4289,0c8ab9b2-c1f2-488b-89aa-db027e2dfe99,Debit Order,125190.85,ZAR,1.0,Prime Capital Bank,1698553625,PCB Customer,PAY713945872,Settled,2019-05-10,1,50.0,Fixed
dd97dfc6-7eae-4d40-9d98-603dd134b25f,2018-02-22,2018-02-24,aa0b8111-3783-4a67-a079-ec1db0acc824,EXTERNAL,SWIFT,3836306.89,ZAR,1.0,Nedbank,8284665867,Linda Lee-Kennedy,PAY522122849,Settled,2018-02-24,2,0.0,None
26410ebb-40c7-4b61-b4f5-c26b31fd07bc,2020-05-31,2020-05-31,271fa06d-42e8-4b86-915b-822b170ce753,5760ff09-6145-4743-9096-24aa76e1abb6,RTGS,7790621.64,ZAR,1.0,Prime Capital Bank,6612779406,PCB Customer,PAY641398911,Settled,2020-05-31,0,18624.54,Percentage
d0bf3963-d997-4f3b-98af-2aea2fc126f8,2015-12-05,2015-12-07,ed910950-c85a-4010-8170-3428030ff375,EXTERNAL,EFT,24250.75,EUR,19.8785,FNB,4576974094,Dr. Sithembiso Khumalo,PAY764416183,Settled,2015-12-07,2,15.0,Fixed
6a962b33-ab05-4acf-8704-85f459448767,2023-06-14,2023-06-14,180051f3-1c48-4db1-9fd9-fdd948a928b0,dfb4c8d3-6244-4f66-8b9d-97a6b5333545,Internal,238269.83,ZAR,1.0,Prime Capital Bank,1891666140,PCB Customer,PAY154074042,Settled,2023-06-14,0,1186.17,Percentage
de0d6855-53fa-4d74-b23a-b2226f4c3641,2021-03-21,2021-03-21,c919cbe2-d659-41b9-b8fb-1dbd6ed2e4a3,4e316786-c92d-4ee4-8e78-5d3e4012946b,Payroll,11438.73,ZAR,1.0,Prime Capital Bank,1293387241,PCB Customer,PAY527320792,Settled,2021-03-21,0,14.27,Percentage
744f159f-8cdf-4aca-a64b-3ce5a349087a,2015-11-19,2015-11-20,562742d0-bd33-4cc0-9193-454a4a62c33c,EXTERNAL,EFT,47596.38,ZAR,1.0,Nedbank,8809112493,Brenda Burrows,PAY908510407,Failed,2015-11-20,1,0.0,None
8fd2524f-0a5d-4ef2-af38-67f50257de2e,2023-09-18,2023-09-18,71bddbd5-e2bb-4e6c-8c2a-382628c2ab10,0af9a7ed-0b0f-4c2c-83dd-6463e5dc9a73,EFT,128293.89,ZAR,1.0,Prime Capital Bank,7243945896,PCB Customer,PAY523135775,Settled,2023-09-18,0,135.38,Percentage
0f031e5d-4555-4ced-bbc9-ef105d43079b,2023-09-02,2023-09-04,83adf82b-719b-4a41-bd8a-e241b2b30ea8,cbb36d63-a6c4-474c-819b-203a5199ba81,Debit Order,21792.62,ZAR,1.0,Prime Capital Bank,2515022943,PCB Customer,PAY201514720,Pending,2023-09-04,2,15.0,Fixed
5ad1ad25-3037-43ae-827f-144826802d6d,2016-08-26,2016-08-28,19829122-12ec-4bce-867d-de531720cb06,EXTERNAL,EFT,150696.19,ZAR,1.0,Nedbank,7299094740,Dr Lee Coleman,PAY791143749,Settled,2016-08-28,2,224.77,Percentage
76aed309-9890-4bec-b1ce-f5b65c396ee3,2015-09-04,2015-09-04,49e180a3-0dd3-4a46-a180-7cc50a23105f,70802b63-5a5b-45be-9185-1b194101adff,RTGS,2701800.48,ZAR,1.0,Prime Capital Bank,5955805055,PCB Customer,PAY725245005,Settled,2015-09-04,0,3148.94,Percentage
239bf4e3-6d48-4872-a0a4-79fded56b783,2015-04-13,2015-04-13,f3525888-c0d2-45cd-91bf-462a78abaf5c,52882b60-b4ef-4bf3-be32-888324343fe6,Internal,329004.57,ZAR,1.0,Prime Capital Bank,8108182561,PCB Customer,PAY555752220,Settled,2015-04-13,0,0.0,None
e5820e48-a501-40be-a703-5f811a043de9,2022-02-22,2022-02-23,d5b2d00a-469f-4e24-8171-039507030283,60066f77-b707-48bb-b5c3-824f0a570258,EFT,132820.95,ZAR,1.0,Prime Capital Bank,6182070900,PCB Customer,PAY548703199,Settled,2022-02-23,1,457.43,Percentage
f98b4cd0-d99c-49c3-aad7-6522d38f4638,2020-01-09,2020-01-09,58d80aa3-fd95-4772-9ad5-9d571db39c9c,4eca0497-00f0-49d1-9b08-220eb616fcbd,RTGS,215622.09,ZAR,1.0,Prime Capital Bank,4525691379,PCB Customer,PAY179825278,Settled,2020-01-09,0,15.0,Fixed
f527f9b5-9d93-429a-822f-3a3bc12e29df,2015-04-15,2015-04-16,3c662115-5db1-41c3-ba6d-17ca85149eb1,EXTERNAL,EFT,155116.42,ZAR,1.0,Discovery Bank,4802889748,Sibusisiwe Malinga,PAY350766637,Settled,2015-04-16,1,0.0,None
1e62abc1-dcc8-4c78-81c4-398d9e9c3514,2016-01-27,2016-01-28,4f90f106-150d-43d6-b394-7e17bd1146f4,EXTERNAL,EFT,100390.42,ZAR,1.0,FNB,8963862209,Mr Colin Webster,PAY987613561,Settled,2016-01-28,1,25.0,Fixed
33f581b0-a7d6-4dad-b39e-2a8e0eb6ff30,2021-05-13,2021-05-13,420d23be-6e87-472c-ad3e-e0d077b0ba0b,25f97333-82c0-431c-9ab0-72f50092b65a,Internal,387798.82,ZAR,1.0,Prime Capital Bank,2988188496,PCB Customer,PAY804041464,Settled,2021-05-13,0,1799.69,Percentage
632f8dac-83d0-409a-a3b4-10be6f1d08eb,2022-01-03,2022-01-04,ea7aea9d-4635-4157-83ed-3605ed916149,94cd164d-83b3-4c64-8482-8b5bd1ad6a7b,Debit Order,42167.25,ZAR,1.0,Prime Capital Bank,9010007584,PCB Customer,PAY264014212,Settled,2022-01-04,1,100.63,Percentage
2be8eda7-dc79-444a-ad86-c7cb427af2f0,2022-11-03,2022-11-03,eda3da70-8686-46ce-a465-44ee00c2819e,7be88605-4ab8-497b-9a0c-036402d51050,Internal,217154.85,ZAR,1.0,Prime Capital Bank,5403382034,PCB Customer,PAY450301861,Settled,2022-11-03,0,0.0,None
7ee4cf53-5490-42ed-84e1-1e0fe1f31f46,2016-10-05,2016-10-06,d804a65d-0427-41ad-882b-3ff9a511629a,EXTERNAL,EFT,121832.21,ZAR,1.0,Discovery Bank,6488430810,Dr Callum Atkins,PAY773746808,Settled,2016-10-06,1,15.0,Fixed
4ef5d5e5-ab65-4c1b-a5f9-8f0023cd1496,2023-09-11,2023-09-11,c7066ab7-11d8-4471-8cbc-fb26a9d9867a,EXTERNAL,EFT,165018.6,ZAR,1.0,Absa,6761876656,Mr Guy Mahmood,PAY323227157,Settled,2023-09-11,0,574.13,Percentage
7a6cea5f-e180-49b8-892d-da4447cbb19a,2020-05-12,2020-05-14,5db10826-198a-4043-aa61-6b80d4f95ba7,EXTERNAL,EFT,8396.59,ZAR,1.0,Capitec,9019719775,William Carr,PAY652838893,Settled,2020-05-14,2,34.6,Percentage
65755c20-79e4-48e0-9fbe-d8c801056598,2020-09-15,2020-09-17,271fa06d-42e8-4b86-915b-822b170ce753,8eed93c8-022a-418a-b8eb-a7f6618362dd,Debit Order,22906.6,ZAR,1.0,Prime Capital Bank,3899907240,PCB Customer,PAY105965768,Settled,2020-09-17,2,0.0,None
082ce8ad-80bc-4c00-9043-80a95a0f1ede,2019-08-14,2019-08-14,c0827e85-09a5-445b-ae55-0b490d49eeb5,EXTERNAL,EFT,15260.28,ZAR,1.0,FNB,7510259330,Mandlakhe Madondo,PAY465211400,Settled,2019-08-14,0,0.0,None
0ad6c152-fb4c-43b4-9e9a-73efa350b17b,2023-09-08,2023-09-08,db2a1018-04fc-4b89-bded-9d908c281204,fe481b7b-4617-4cd9-8f7e-4780fbed25c9,Internal,162356.33,ZAR,1.0,Prime Capital Bank,2939876170,PCB Customer,PAY523921477,Settled,2023-09-08,0,25.0,Fixed
4fe94faf-585c-4547-9f87-996c79ad93d6,2023-11-22,2023-11-24,fabb7d5a-e73b-41cb-9972-32338991ec19,EXTERNAL,EFT,173920.2,ZAR,1.0,Standard Bank,8219547499,Mthokozisi Makhunga,PAY570268902,Settled,2023-11-24,2,339.31,Percentage
0d65a67f-1416-4d7c-861d-89232ed988c7,2020-11-07,2020-11-07,d2e5e758-c7b6-47a8-8e69-495162641831,6b72653b-95f5-4f30-a1a9-590a82e01634,RTGS,6995970.0,ZAR,1.0,Prime Capital Bank,5453123216,PCB Customer,PAY130354408,Settled,2020-11-07,0,15.0,Fixed
7469e143-d056-456a-99e0-995d2d55eb66,2017-09-05,2017-09-07,a3fe99e2-4829-44c9-833d-139ea89b8c15,0cb014e3-1da1-48f1-bc74-fe84754950e3,EFT,35343.58,ZAR,1.0,Prime Capital Bank,2043743521,PCB Customer,PAY848184913,Returned,2017-09-07,2,58.04,Percentage
1d858ea1-bcf4-4867-aa25-087d74590742,2024-09-08,2024-09-09,61252490-c386-4faf-b61b-9b2ed5feb2f1,32ff6d97-edec-4ca5-91ad-2ccdde3d2478,Debit Order,152593.15,ZAR,1.0,Prime Capital Bank,4510858531,PCB Customer,PAY146048232,Settled,2024-09-09,1,0.0,None
a18b4886-1d56-41d3-a5f5-7d09938f61a6,2020-06-12,2020-06-14,5d46670a-5225-449b-86c3-a18bc4e72537,d13d880e-9fbc-4837-b485-46f1a7010e0e,Debit Order,183879.69,ZAR,1.0,Prime Capital Bank,2414191333,PCB Customer,PAY423309098,Settled,2020-06-14,2,0.0,None
914b864e-10dc-4f77-9f77-d412478faa35,2017-09-20,2017-09-20,a55ec68a-8b91-4906-9818-2bdd327dfefb,fce6c593-c13e-4a92-bea7-d82654dbd4a8,Internal,432486.69,ZAR,1.0,Prime Capital Bank,6138726130,PCB Customer,PAY130803811,Failed,2017-09-20,0,8.5,Fixed
cc7cb1fc-5b41-48bb-a94f-0debca530f5e,2018-02-03,2018-02-06,eb488e77-92b6-4933-ba76-67a314f849d7,46c2a66e-1fbc-4515-8b68-46d80b2873eb,SWIFT,2013317.38,ZAR,1.0,Prime Capital Bank,4434669423,PCB Customer,PAY432927348,Settled,2018-02-06,3,50.0,Fixed
8cbda96e-942f-4ac1-bb73-51cdb0ad83f3,2024-09-29,2024-09-30,d7e33352-6312-4bc3-8d4a-d15bdeba381e,362c127a-213a-473b-bf24-f0c58d9aa714,Debit Order,47859.77,ZAR,1.0,Prime Capital Bank,7072086306,PCB Customer,PAY362811174,Settled,2024-09-30,1,238.74,Percentage
84aa13a9-17f3-4344-8a18-6c5caf9f191c,2021-02-05,2021-02-05,0cb014e3-1da1-48f1-bc74-fe84754950e3,0456c68a-ad43-49b8-9935-81429a356927,RTGS,4872414.03,ZAR,1.0,Prime Capital Bank,9106599393,PCB Customer,PAY173843477,Settled,2021-02-05,0,15351.92,Percentage
280a88bc-9a41-416d-9672-44e2c865bf9f,2018-12-14,2018-12-16,33e8f73e-0a0a-4b1c-a17e-4383868fa8c1,EXTERNAL,EFT,166654.66,ZAR,1.0,Standard Bank,8824857794,Thalente Ncube-Caluza,PAY691996918,Settled,2018-12-16,2,0.0,None
