customer_id,customer_number,first_name,last_name,id_number,date_of_birth,gender,race,email,phone,mobile_phone,street_address,suburb,city,province,postal_code,employment_status,employer_name,job_title,annual_income,income_source,credit_score,customer_segment,onboarding_date,onboarding_channel,kyc_status,fica_status,is_active,churn_date,relationship_manager_id,nationality,country_of_birth,tax_number,vat_number,marketing_consent,digital_consent
052a0fcd-ee38-4e04-92e9-1ae87b732a42,PCB7139177917,Mohamed,Sembathwa,7106236008082,1971-06-23,M,Black,dorothy65@example.com,0643413899,0879404389,6 Davies Extensions,Rosebank,Johannesburg,Gauteng,8349,Employed,Gambu-Hlomuka,Youth worker,390749,Salary,563,Emerging Affluent,2024-04-12,Branch,Verified,Compliant,True,,,South African,South Africa,6322929387,,True,True
97996329-6e3f-48fe-bc36-b36c88817145,PCB9533595495,Reece,Nowanqa,8811279327080,1988-11-27,M,Black,sharonthornton@example.net,0712696582,0781091043,"Studio 7
Denise Mountains",Seshego,Thohoyandou,Limpopo,0653,Retired,,,168913,Social Grant,449,Mass Market,2018-01-12,Mobile,Verified,Compliant,True,,,South African,South Africa,8589679668,,True,True
ad4f5d57-e2cd-44ca-b6b9-a067b3961cc6,PCB5654014006,Thabisa,Wilson,9501214404086,1995-01-21,F,Black,jabulanigambuse@example.org,0628328569,0841463031,69 Bethan Lights,La Lucia,Umhlanga,KwaZulu-Natal,7119,Employed,"Khomo, Ngwekazi and Malevu",Chief Financial Officer,74338,Salary,434,Mass Market,2018-09-03,Online,Verified,Compliant,True,,,South African,South Africa,1754393408,,False,False
a1dfb36c-cd18-4be2-bef0-9cfb5f7cdf0d,PCB8390631634,Natalie,Ntshangase,7709024066082,1977-09-02,F,Black,bevanadrian@example.com,0655241056,0688149177,6889 Gandhi Indawo,Morningside,Durban,KwaZulu-Natal,8369,Employed,Smith-Lynch,Clinical biochemist,729846,Salary,559,Affluent,2015-04-21,Online,Verified,Compliant,True,,RM9568,South African,South Africa,4104309491,,False,True
c642863a-b5db-4a27-a064-b2f335477dce,PCB4952342924,Henry,Bartlett,6403177003085,1964-03-17,M,Black,psmith@example.net,0650863536,0875419518,"Studio 34C
Mitchell Freeway",Berea,Durban,KwaZulu-Natal,0863,Retired,,,172993,Investment,405,Mass Market,2015-09-08,Mobile,Expired,Non-Compliant,False,2017-10-22,,South African,South Africa,8923555411,,True,True
1983098f-8a8b-4466-8a07-40ccff077da1,PCB6336857629,Nomthandazo,Nyokayebululu,5610081643086,1956-10-08,F,Coloured,dlawuzanomathemba@example.com,0729738320,0740385050,"Flat 3
McCarthy Trail",Claremont,Cape Town,Western Cape,6165,Employed,Newton-Henderson,Dentist,86418,Investment,357,Mass Market,2021-08-27,Online,Verified,Compliant,True,,,South African,South Africa,6317889312,,True,False
13e73d20-b6c4-4bc0-9cd5-546497a8703b,PCB7527316141,Thando,Jones,9610177292088,1996-10-17,M,Black,janet68@example.net,0865719182,0846199062,74 Joseph Umgwaqo,Brackenfell,Stellenbosch,Western Cape,3880,Retired,,,200112,Pension,490,Mass Market,2020-08-16,Mobile,Pending,Compliant,True,,,South African,South Africa,6696207128,,True,True
7edc5bbc-c15d-4f7c-ac6b-6d1a88618009,PCB6000952470,Silondile,Bikelwayo,9910194789080,1999-10-19,F,Black,ndandalinomthandazo@example.org,0765618537,0697411249,4 Mills Motorway,Morningside,Pietermaritzburg,KwaZulu-Natal,0661,Employed,King-Roberts,"Psychologist, sport and exercise",317949,Salary,535,Emerging Affluent,2016-04-03,Mobile,Verified,Compliant,True,,,South African,South Africa,9454213661,,True,False
87805b14-50da-45b2-b8d0-37963f00a73b,PCB3362751242,Mzamo,Sontuli,6805106424089,1968-05-10,M,Black,vusumuzi10@example.org,0637121003,0643651994,39 Oxford Indlela,Roodepan,Springbok,Northern Cape,1229,Employed,Carter-Lamb,Forensic psychologist,376837,Salary,502,Emerging Affluent,2018-01-12,Branch,Pending,Compliant,False,2020-05-19,,South African,South Africa,1553155490,,True,True
5a59e0f6-712f-461e-8506-d79ff0bf9914,PCB7759781156,Sihawukele,Mbende,6003020349084,1960-03-02,F,Black,whiteheadgraeme@example.net,0876706625,0662447209,"Studio 31L
Timothy Square",Sea Point,George,Western Cape,4027,Employed,"Clark, May and Hall","Merchandiser, retail",317763,Business,550,Emerging Affluent,2015-07-27,Online,Pending,Compliant,True,,,South African,South Africa,5671728485,,True,True
447d47dd-c3d3-4915-91f1-c57c342584de,PCB6837342064,Joyce,Rees,6310314453081,1963-10-31,F,Black,bakerwendy@example.org,0817598564,0650593040,"Studio 72B
Zoe Run",Rustenburg Central,Brits,North West,7729,Employed,"Foster, O'Neill and Robinson","Loss adjuster, chartered",1225369,Salary,564,Emerging Affluent,2017-06-18,Mobile,Expired,Non-Compliant,True,,,South African,South Africa,1430073711,,True,True
c28536e5-1fb2-4b00-bea2-87a174a49c09,PCB4630196130,Mohammad,Hall,7906146797080,1979-06-14,M,Black,duncan14@example.com,0653955905,0829293784,1965 Joseph Isitaladi,Berea,Umhlanga,KwaZulu-Natal,2877,Unemployed,,,161551,Social Grant,469,Mass Market,2024-06-23,Branch,Verified,Compliant,True,,,South African,South Africa,7556046460,,False,True
42e9216b-dd83-4608-8cad-1ed2c7e20a66,PCB1255790920,Joel,Humphreys,5610116068086,1956-10-11,M,Black,mthiyanomathemba@example.com,0649218515,0866915452,2770 York Indlela,Boksburg,Pretoria,Gauteng,2581,Employed,Mngadi-Sithuli,"Librarian, public",1108212,Business,574,Private Banking,2024-04-08,Online,Verified,Compliant,True,,RM3907,South African,South Africa,2362721798,,True,True
122bed0b-4808-451c-bd47-58db96f860bc,PCB6920114673,Edward,Dixon,5911206828082,1959-11-20,M,Black,trevoratkinson@example.com,0874220969,0612959391,83 William Indawo,Ermelo,Standerton,Mpumalanga,8130,Employed,"Smith, Adams and Connolly","Physicist, medical",255863,Salary,482,Mass Market,2015-01-22,Online,Verified,Non-Compliant,True,,,South African,South Africa,9103115140,,True,True
75219f36-177a-4fcf-9a9f-8838c52ad8ab,PCB4094152811,Adam,Nodlomo,6108265555088,1961-08-26,M,Black,simphiweyinkosi40@example.net,0616762676,0728617932,90 York Indlela,Umhlanga Rocks,Pietermaritzburg,KwaZulu-Natal,7394,Unemployed,,,83161,Investment,421,Mass Market,2016-02-14,Mobile,Verified,Compliant,True,,,South African,South Africa,5087357728,,False,True
b50188f4-7953-4ae2-923a-3ba84c79c311,PCB9131344493,Gerald,Gallagher,8908285614083,1989-08-28,M,Black,nozibusiso11@example.com,0860629620,0635336884,022 Cunningham Gateway,Rustenburg Central,Mafikeng,North West,4613,Employed,Wong PLC,"Psychotherapist, child",496269,Salary,525,Emerging Affluent,2017-06-13,Branch,Verified,Compliant,True,,,South African,South Africa,3108606793,,False,False
a2c682ed-be6e-4850-9a68-3b5a48c512b9,PCB1110533960,Kimberley,Jordan,5410024916088,1954-10-02,F,Black,shirley90@example.net,0654171467,0784186256,3341 Oxford Indlela,Glenwood,Durban,KwaZulu-Natal,6053,Employed,"Vangisa, Dlomo and Mntimande","Scientist, research (medical)",150569,Salary,451,Emerging Affluent,2016-05-29,Branch,Verified,Compliant,True,,,South African,South Africa,8890193183,,True,True
ba099f63-97fe-4ebb-a93d-48ccaac8e11d,PCB7539441086,Donna,Mshibe,7208110792086,1972-08-11,F,Black,rita71@example.net,0817937416,0860898992,2936 Paul Kruger Indlela,Alberton,Sandton,Gauteng,1971,Employed,Bantwini Group,"Therapist, music",474253,Pension,596,Affluent,2023-10-04,Online,Expired,Compliant,True,,RM6632,South African,South Africa,1827752234,,False,False
e8cd891b-d14c-4b29-993a-3fe065cc8842,PCB4467514661,Hilary,Williams,7111061211080,1971-11-06,F,Black,beth64@example.net,0626868548,0760998616,"Flat 9
Ann Street",Summerstrand,Queenstown,Eastern Cape,2452,Employed,Mashasha-Hlophe,Diagnostic radiographer,181366,Salary,458,Mass Market,2017-03-19,Online,Verified,Non-Compliant,True,,,South African,South Africa,4972536230,,True,False
1bf46838-92d1-4b07-adc1-26f9bc1a6bdd,PCB7910439839,Josh,Payne,5608258366089,1956-08-25,M,White,vezizibuyile@example.com,0612462996,0616530745,587 Short Indawo,Ermelo,Middelburg,Mpumalanga,0332,Unemployed,,,664079,Social Grant,616,Emerging Affluent,2017-05-23,Mobile,Verified,Compliant,True,,,South African,South Africa,3941417062,,True,True
c6e1d279-287c-44ce-9f9d-c890957917d7,PCB1383484123,Hollie,Mbanjwa,8310203629081,1983-10-20,F,Coloured,sfaulkner@example.net,0763678508,0651486289,15 Turnbull Trail,Brackenfell,George,Western Cape,0475,Self-Employed,"Bradley, Morgan and Jones","Lecturer, further education",178841,Salary,434,Mass Market,2015-01-14,Mobile,Verified,Compliant,True,,,South African,South Africa,5437006340,4547506309,False,True
d29864d0-31fd-4f9f-883a-7f503b38f90f,PCB4964570811,Molly,Ndondakusuka,7005023017085,1970-05-02,F,Black,hholloway@example.com,0850357972,0789855241,"Flat 3
Parry Heights",Claremont,Stellenbosch,Western Cape,4671,Unemployed,,,152724,Business,488,Mass Market,2017-08-28,Branch,Pending,Compliant,True,,,South African,South Africa,6182870116,,True,True
12db6aa0-0390-4394-a2b6-2809e25100ce,PCB3780439666,Martyn,Mbhulangwe,7305135072086,1973-05-13,M,Black,wilsongeoffrey@example.com,0830349446,0735743748,548 Elizabeth Ithafa,Boksburg,Midrand,Gauteng,6507,Employed,"Jones, Day and Yates","Designer, interior/spatial",137915,Salary,517,Mass Market,2023-04-14,Branch,Expired,Non-Compliant,True,,,South African,South Africa,8900070153,,True,True
e54eb950-2764-4ad5-bf06-ee2957c26cf5,PCB9539945315,Lesley,Fisher,6405160885082,1964-05-16,F,Black,junebuckley@example.org,0845444328,0670965207,558 Main Isitaladi,Glenwood,Richards Bay,KwaZulu-Natal,4844,Unemployed,,,72172,Social Grant,310,Mass Market,2023-05-20,Online,Verified,Compliant,True,,,South African,South Africa,6110646714,,True,True
61f70e9e-9d2a-4b47-8dde-4eaa3aed22a6,PCB3397657114,Debra,Fisher,0207283897081,2002-07-28,F,Black,mbegum@example.net,0691724825,0841353465,16 Adelaide Ithafa,Potchefstroom Central,Brits,North West,6090,Self-Employed,"Jackson, Knowles and Taylor",Solicitor,109544,Salary,409,Mass Market,2023-06-11,Branch,Pending,Compliant,True,,,South African,South Africa,5600836559,,True,True
3001ae7b-e598-4597-b01f-785b9e560f73,PCB5262101582,Langalibalele,Taylor,0506198384089,2005-06-19,M,Coloured,careycaroline@example.org,0716972521,0785250074,5217 Charles Indawo,Ermelo,Secunda,Mpumalanga,3431,Employed,Scott-James,Research scientist (life sciences),126329,Investment,475,Mass Market,2020-11-04,Branch,Verified,Compliant,False,2021-10-08,,South African,South Africa,1378134712,,True,True
a230f313-bffe-4fb1-884a-180392f85ad8,PCB8433124121,Mathew,Mshibe,7607098910087,1976-07-09,M,Black,thembekilenomvuma@example.com,0605830033,0865421689,811 High Isitaladi,Fauna Park,Mokopane,Limpopo,5016,Self-Employed,"Francis, Mills and Davies",Investment analyst,291098,Salary,510,Mass Market,2024-11-04,Mobile,Verified,Compliant,True,,,South African,South Africa,6745958212,,True,True
70028cc6-1375-43f1-9ff4-06252c233a53,PCB2732553940,Bhekizizwe,Coles,8808182942086,1988-08-18,F,Black,karen62@example.org,0673230982,0635064890,2 Kathryn Ways,Klerksdorp Central,Potchefstroom,North West,9731,Student,,,534448,Social Grant,580,Emerging Affluent,2023-02-04,Online,Verified,Compliant,True,,,South African,South Africa,3962452613,,True,True
49d32bba-878f-4f02-ac43-1e6387e33059,PCB3707166618,Bernard,King,5110248886082,1951-10-24,M,Black,sian82@example.org,0696184992,0741891411,"Studio 46
Murphy Hollow",Greenacres,King William's Town,Eastern Cape,8155,Employed,"Richardson, Stephenson and Jackson","Psychologist, clinical",61717,Salary,372,Mass Market,2019-04-10,Branch,Verified,Compliant,True,,,South African,South Africa,6161147047,,True,True
dddda28d-753c-4ef0-86ba-94eea0ab27bc,PCB2419931729,Nomthandazo,Dean,8301231701084,1983-01-23,F,Black,beverley44@example.org,0600119721,0791143744,"Flat 9
Lynda Summit",Fauna Park,Polokwane,Limpopo,7607,Unemployed,,,194511,Investment,490,Mass Market,2018-08-17,Mobile,Pending,Compliant,True,,,South African,South Africa,8201657412,,True,False
6f7c7fc1-83b4-4940-94af-fdb7c6f73e64,PCB6706554814,Dawn,Mntungwa,9006281133083,1990-06-28,F,Black,heatherbates@example.com,0769415521,0736746762,1047 Stanley Isitaladi,Berea,Durban,KwaZulu-Natal,1853,Retired,,,131689,Investment,449,Mass Market,2018-06-20,Online,Expired,Compliant,True,,,South African,South Africa,5740411708,,True,True
a5b3d0e7-1c37-41b2-8e9b-c9b78f83cb2d,PCB3625764422,Gugulethu,Hill,7707183589086,1977-07-18,F,Black,douglasjohnston@example.com,0852771670,0624508993,"Flat 7
Patrick Throughway",Alberton,Centurion,Gauteng,5543,Self-Employed,Njapha LLC,Economist,112161,Salary,490,Mass Market,2020-12-09,Online,Verified,Compliant,True,,,South African,South Africa,4120946447,,True,True
4899ed45-9c58-43fc-a9b1-110f1e0da786,PCB8940731272,Thomas,Wilkinson,9305116217088,1993-05-11,M,Black,ellie49@example.com,0782175354,0618386631,370 Austin Forges,Midrand,Sandton,Gauteng,7522,Employed,"Shangase, Njiki and Boyabenyathi",Chemical engineer,1378383,Salary,650,Affluent,2023-10-24,Online,Verified,Compliant,True,,RM1894,South African,South Africa,2357473928,,True,True
5c30c669-985f-41d5-9d16-cc9d5ced03b3,PCB3358361363,Sibonelo,Walker,7810278304082,1978-10-27,M,White,cclark@example.org,0629948837,0715037589,"Flat 1
Shannon Dale",Sandton,Johannesburg,Gauteng,9830,Student,,,780000,Social Grant,609,Emerging Affluent,2024-12-17,Online,Verified,Compliant,True,,,South African,South Africa,1952396600,,True,True
1fe3e378-9091-4233-9e69-1da574274ee9,PCB8394040015,Zibuyile,Waters,5903290870083,1959-03-29,F,Black,rsingh@example.org,0634933163,0763516091,73 Gibson Spur,Ivy Park,Louis Trichardt,Limpopo,7382,Employed,Middleton-Wells,Theatre manager,738372,Salary,574,Emerging Affluent,2017-01-19,Online,Verified,Non-Compliant,False,2018-01-20,,South African,South Africa,9608564548,,True,True
bc102d0c-3acf-4601-878f-8dfa75aa8f45,PCB4909199720,Zakhele,Green,5007274793086,1950-07-27,F,Black,gcwabemnqobi@example.org,0869221699,0718669346,48 Stanley Indlela,Boksburg,Ekurhuleni,Gauteng,5618,Employed,"Poole, Berry and Long",Energy manager,102583,Social Grant,416,Mass Market,2024-05-20,Online,Verified,Compliant,True,,,South African,South Africa,8991678061,,True,True
f4c6ccdb-a51a-4510-86ba-88d159496887,PCB3887823121,Langalibalele,Roberts,5704196645087,1957-04-19,M,Indian,mananabandile@example.com,0862885158,0789968460,52 Voortrekker Indlela,Morningside,Umhlanga,KwaZulu-Natal,8565,Employed,Mathaba-Mlotshwa,Health and safety inspector,373223,Salary,520,Emerging Affluent,2016-11-15,Branch,Verified,Compliant,True,,,Mozambican,Mozambique,4373835078,,True,True
b2c4e28e-9d78-40ad-a44e-e4272355ff8d,PCB5433722159,Marian,Sokhwebula,0109072417088,2001-09-07,F,Black,xgwacela@example.com,0761983863,0794066658,9390 Smith Ithafa,Sea Point,Stellenbosch,Western Cape,0882,Unemployed,,,195281,Business,502,Mass Market,2020-04-11,Branch,Verified,Compliant,True,,,South African,South Africa,9032096058,,True,True
b725b3d2-9655-48d3-93b7-d2620c038c9a,PCB1319841893,Melissa,Khaphela,5109251585083,1951-09-25,F,Black,garyclarke@example.net,0658160648,0682294057,"Studio 84
Lowe Meadows",Bendor,Louis Trichardt,Limpopo,2537,Employed,Kunene Group,Clinical cytogeneticist,278326,Salary,497,Mass Market,2021-06-14,Mobile,Verified,Compliant,True,,,South African,South Africa,6588417397,,True,True
58b6ea81-b316-4f19-a7eb-6ad8b9be5b12,PCB3169561289,Thabani,Ndlanzi,5806117603080,1958-06-11,M,Black,ogxabhashe@example.com,0748861533,0855554398,"Studio 6
Terry Meadow",Umhlanga Rocks,Durban,KwaZulu-Natal,7781,Retired,,,1523398,Social Grant,659,Private Banking,2016-11-25,Mobile,Expired,Compliant,True,,RM4012,South African,South Africa,8168036130,,True,True
7f164959-ebef-49cb-89cd-6a303fdad6f3,PCB9098848718,Thalente,Kunene,8707176997084,1987-07-17,M,Black,morrischristine@example.org,0731648408,0728877043,7165 Voortrekker Isitaladi,Vincent,King William's Town,Eastern Cape,5249,Employed,"Smith, Watson and Holmes",Broadcast engineer,399467,Salary,626,Emerging Affluent,2021-05-24,Mobile,Verified,Non-Compliant,True,,,South African,South Africa,9621419224,,False,True
f555d33d-f80b-4502-ab66-8e64ef1b51f0,PCB8624454880,Zakhele,Sikhosana,7709193475080,1977-09-19,F,Black,cartermarion@example.org,0841207501,0620248193,402 Campbell Inlet,Rosebank,Midrand,Gauteng,4238,Employed,Webb-O'Sullivan,Race relations officer,88567,Salary,459,Mass Market,2015-11-03,Online,Verified,Compliant,True,,,South African,South Africa,9615270274,,True,False
c6d5912b-7d35-4242-a730-18f5a6f551d2,PCB3159668272,Siyabonga,Khwela,0501155372088,2005-01-15,M,Black,ddubazane@example.com,0694914766,0850728326,259 Voortrekker Indlela,Bellville,Somerset West,Western Cape,8942,Self-Employed,Bailey-Taylor,Building control surveyor,229139,Salary,486,Emerging Affluent,2020-06-12,Online,Verified,Non-Compliant,True,,,South African,South Africa,8077851013,,True,False
79a9ad0b-9d69-468e-ac89-6261e5263044,PCB5660584367,Norman,Carroll,6907036009088,1969-07-03,M,White,sibalukhulunomusa@example.org,0665368222,0679431290,"Studio 40
Hannah Rapid",Galeshewe,Kuruman,Northern Cape,8993,Employed,"Gcugcwa, Nkamzwayo and Khathini",Probation officer,691687,Salary,634,Emerging Affluent,2023-02-09,Online,Verified,Compliant,False,2024-10-17,,South African,South Africa,1421776124,,True,True
6a4cf21c-e0b7-404e-89fe-d84429dbcf21,PCB5724657556,Jacob,O'Neill,7906126050084,1979-06-12,M,White,yjarvis@example.net,0831357759,0854929955,16 Frere Umgwaqo,Ivy Park,Louis Trichardt,Limpopo,7018,Employed,Mkhonza LLC,"Copywriter, advertising",932786,Salary,593,Emerging Affluent,2016-10-23,Branch,Verified,Compliant,True,,,South African,South Africa,8047347877,,True,True
91d4ac74-7434-41a2-ba19-73c7da83ea78,PCB8622566062,Owen,Harris,5408077716082,1954-08-07,M,Black,morganronald@example.net,0788129142,0813411080,"Flat 6
Norman Mews",Umhlanga Rocks,Umhlanga,KwaZulu-Natal,9534,Self-Employed,Taylor PLC,"Teacher, secondary school",156434,Salary,388,Mass Market,2016-07-02,Mobile,Verified,Compliant,True,,,South African,South Africa,7612862866,,True,False
