account_id,account_number,customer_id,account_type,product_name,branch_code,branch_name,branch_province,open_date,close_date,status,current_balance,available_balance,ledger_balance,interest_rate,interest_type,currency,credit_limit,last_transaction_date
2e72bfad-8c73-4837-ab65-169bbeebbb9f,1000571208,76b85659-01fe-405a-84a4-11f51d8dba1b,Cheque Account,PCB Premier Cheque,518002,PCB Ekurhuleni Branch,Gauteng,2020-03-13,,Dormant,19957.91,19685.16,20143.92,0.0098,Fixed,ZAR,22660.72,2021-08-09
41a78a7c-9cb7-4be1-8e57-fff2c096a4bd,9424695859,a027a9f3-e762-474c-a0df-f665d2a25956,Fixed Deposit,PCB Fixed 60M,127939,PCB Port Elizabeth Branch,Eastern Cape,2020-11-16,,Active,385908.75,356535.48,385583.94,0.0664,Fixed,ZAR,0.0,2022-01-25
d60e9eae-5b22-48a3-9889-6f7ce0e658ff,7370602194,bc102d0c-3acf-4601-878f-8dfa75aa8f45,Savings Account,PCB Flexi Save,900529,PCB Stellenbosch Branch,Western Cape,2024-10-22,,Active,4693.18,4660.05,4784.17,0.0379,Prime-linked,ZAR,0.0,2024-10-23
2101ea33-fa20-49e5-9f17-f87cf327ec9e,6684850729,489a6541-a54b-4982-ab84-00aa5d9b5247,Money Market,PCB Money Market 32-Day,462009,PCB Mafikeng Branch,North West,2016-03-08,,Active,167486.56,162985.71,167328.66,0.2023,Variable,ZAR,0.0,2021-02-22
18fc1a80-db9f-47d2-a61d-14318ef64f61,5229174084,c78a0d18-6aa0-49e8-8fae-3d1bafc78948,Cheque Account,PCB Plus Cheque,178589,PCB East London Branch,Eastern Cape,2020-12-25,,Active,43049.33,42097.35,42578.78,0.1627,Prime-linked,ZAR,116903.16,2022-07-30
18908ba3-5781-4af6-b03a-b5a7d1d8e3de,7225126959,c978e671-abb7-4632-8b23-ab955c9acf81,Business Account,PCB Business Current,544392,PCB Polokwane Branch,Limpopo,2020-05-26,,Active,81589.1,78060.4,81714.52,0.1764,Prime-linked,ZAR,135453.02,2023-03-01
184dd988-5dfd-4605-8d44-5ce0e4a3622c,3053606263,14407c92-24a5-4b5f-9183-82abcbe690e4,Cheque Account,PCB Prestige Cheque,126891,PCB Polokwane Branch,Limpopo,2018-11-26,,Active,6776.89,6725.77,7163.59,0.1164,Fixed,ZAR,31492.2,2023-05-15
5645f1bd-c1bc-408a-82b9-6dd8df48a4ea,2345149145,04485172-9859-4d78-ab90-1473d401724d,Cheque Account,PCB Prestige Cheque,303060,PCB Johannesburg Branch,Gauteng,2019-08-03,,Active,26680.75,25716.22,26418.79,0.1805,Fixed,ZAR,75874.33,2023-01-12
a4341b92-e767-4d9a-a8bc-a1cd5c3cac45,7425524442,e48bf09c-1d7e-4a66-9946-31e8e782c08e,Credit Card,PCB Platinum Credit Card,248770,PCB Soweto Branch,Gauteng,2021-08-05,,Active,-18491.28,-8265.77,-18350.97,0.179,Fixed,ZAR,12408.22,2021-11-22
d6737ea7-cd08-4e65-8521-3373efaa0745,5886470640,19720c0b-051e-47ea-b902-9b819c88f5ca,Business Account,PCB Business Current,544392,PCB Polokwane Branch,Limpopo,2020-11-29,,Active,325761.86,300303.53,325628.68,0.0417,Prime-linked,ZAR,375112.58,2023-04-08
f265ce5c-3442-4629-97c2-f86ddcb24bb7,5599797330,2ecc888d-d15b-4f39-b160-3e1801da08c9,Fixed Deposit,PCB Fixed 12M,525239,PCB Brits Branch,North West,2019-03-16,,Active,166250.89,166021.57,165790.9,0.1604,Variable,ZAR,0.0,2024-11-26
16ba55ca-e80c-4b37-90bc-e750491e50c7,8336093893,1281fa70-afeb-4ce9-824d-8e9dca3d47e0,Cheque Account,PCB Prestige Cheque,391431,PCB Durban Branch,KwaZulu-Natal,2019-01-11,,Active,2903.52,2762.5,2989.72,0.028,Variable,ZAR,33153.16,2024-06-17
2143fcc5-c0dd-4d9a-91a9-c397c3668087,2346827425,e67fb514-f205-44b3-8ad0-92adffde1fbe,Credit Card,PCB Standard Credit Card,342018,PCB King William's Town Branch,Eastern Cape,2022-05-02,,Active,-20062.9,30216.54,-19973.62,0.1414,Variable,ZAR,117681.74,2024-08-12
1548c47b-bc81-4e5f-b221-ff7b6c016b8b,1547861672,87805b14-50da-45b2-b8d0-37963f00a73b,Credit Card,PCB Platinum Credit Card,921664,PCB Klerksdorp Branch,North West,2021-05-10,,Dormant,-44669.96,-25025.86,-44753.01,0.1969,Fixed,ZAR,137445.85,2022-07-27
1571d760-b60a-4a6e-a3ca-535d3e12029b,9910467285,08e86fa6-91bc-46ac-a63a-ccbb741f22be,Savings Account,PCB PocketSave,935986,PCB Johannesburg Branch,Gauteng,2016-10-05,,Active,4999.18,4870.57,4880.19,0.0338,Fixed,ZAR,0.0,2024-10-26
ee052a66-b4aa-49db-85df-8b8b30ebc314,9607474241,91d4ac74-7434-41a2-ba19-73c7da83ea78,Savings Account,PCB SaveSmart,236301,PCB Pinetown Branch,KwaZulu-Natal,2019-04-28,,Active,3636.57,3412.59,3698.95,0.0797,Fixed,ZAR,0.0,2019-07-03
386b4e13-e2a6-4f59-9168-3aeba46bb133,4906784169,79a9ad0b-9d69-468e-ac89-6261e5263044,Savings Account,PCB SaveSmart,236664,PCB Centurion Branch,Gauteng,2023-07-26,,Active,16841.84,15688.08,16778.78,0.1588,Prime-linked,ZAR,0.0,2023-12-13
ea015bf1-17f5-4e65-b20c-70edcd91274c,3111814708,77595890-46d2-4f84-ba33-d6e12b874937,Cheque Account,PCB Premier Cheque,464938,PCB King William's Town Branch,Eastern Cape,2024-05-14,,Active,14728.94,13511.28,15158.08,0.0406,Variable,ZAR,44988.29,2024-11-13
ef3ca94b-d20a-4472-bf74-bf40d613f2e7,8936326783,a1dfb36c-cd18-4be2-bef0-9cfb5f7cdf0d,Savings Account,PCB PocketSave,575774,PCB Centurion Branch,Gauteng,2020-09-19,,Active,83727.52,82010.86,83753.38,0.1251,Variable,ZAR,0.0,2021-01-15
3beb0eab-120c-4697-87d4-49d061e8caa6,8054199537,b50188f4-7953-4ae2-923a-3ba84c79c311,Cheque Account,PCB Plus Cheque,332612,PCB Kroonstad Branch,Free State,2020-04-24,,Active,1367.77,1315.19,944.8,0.1659,Fixed,ZAR,84544.1,2023-07-16
d0f74bed-9d4b-4b9e-9c0b-e0f32e84d161,8213174875,79ed2e81-d033-4bea-a3d9-faeb7e9b80e5,Money Market,PCB Money Market 32-Day,552168,PCB Mthatha Branch,Eastern Cape,2020-06-19,,Active,709294.87,639816.47,709394.33,0.2189,Variable,ZAR,0.0,2022-08-29
f204a453-cbb5-46ea-83bd-0d60fa26cc40,5170693360,9a189484-cd9f-435c-b424-c12d0a715eb2,Credit Card,PCB Infinite Credit Card,670816,PCB Mokopane Branch,Limpopo,2023-03-26,,Active,-83426.58,-16545.0,-83539.76,0.1994,Variable,ZAR,86293.87,2023-11-28
84f76d86-3d55-446b-b8d0-6ee04eadf2f8,2791778069,b50188f4-7953-4ae2-923a-3ba84c79c311,Cheque Account,PCB Prestige Cheque,676396,PCB Standerton Branch,Mpumalanga,2023-11-19,2024-02-29,Closed,36010.58,33115.38,35561.28,0.1245,Prime-linked,ZAR,58008.11,2024-02-29
2394630b-f57c-4ba1-8501-c26889763147,9379838736,802e7e56-190c-41fd-a9d0-3d2880dd2cc3,Credit Card,PCB Infinite Credit Card,399322,PCB Middelburg Branch,Mpumalanga,2024-04-25,,Active,-43379.58,-35072.86,-42978.71,0.1661,Prime-linked,ZAR,25745.17,2024-08-07
27c5735d-2b24-4438-820d-da31e3eef36d,8553340053,e7095fef-429f-48cc-8b19-165c99b972fa,Savings Account,PCB Goal Saver,464938,PCB King William's Town Branch,Eastern Cape,2019-06-06,,Active,2641.89,2466.07,2664.63,0.0927,Variable,EUR,0.0,2023-08-23
126f9c8c-bf2f-4335-b43f-3eabdbe2a403,1024570953,1fecb188-f348-4185-a3b2-43db92f007c6,Savings Account,PCB Flexi Save,459022,PCB Kroonstad Branch,Free State,2020-11-09,,Active,9333.92,9240.7,9799.98,0.061,Variable,ZAR,0.0,2022-05-25
b943a203-e518-4411-99ba-87b6285b3dc4,4675788083,d7243b67-f245-405d-aa9e-5320dfd3fe49,Savings Account,PCB SaveSmart,107945,PCB Brits Branch,North West,2020-07-27,,Active,1533.15,1452.85,1370.73,0.1781,Fixed,ZAR,0.0,2023-07-19
04571bb1-a347-42cc-a58e-6d1b930c2b0c,6594352061,52c43632-653a-46c0-a7af-cb4c3a1026a2,Cheque Account,PCB Premier Cheque,144693,PCB Potchefstroom Branch,North West,2017-10-08,,Active,2333.54,2316.9,2216.15,0.0612,Variable,ZAR,14528.56,2019-06-30
25c73836-cca0-4494-b417-b0606da94f03,4578515141,30a09d30-c046-45de-bf2e-c137e0b6d6f9,Savings Account,PCB SaveSmart,144512,PCB Pinetown Branch,KwaZulu-Natal,2022-09-05,,Active,20984.78,19909.75,21096.4,0.2102,Prime-linked,ZAR,0.0,2023-01-30
420d23be-6e87-472c-ad3e-e0d077b0ba0b,4724866120,27cf3535-ec87-4531-ae61-98411ccdf94e,Business Account,PCB Business Current,602867,PCB Secunda Branch,Mpumalanga,2021-04-25,,Active,2062352.67,1974537.57,2062365.23,0.0563,Variable,ZAR,2684391.15,2023-12-13
ea34d363-9e19-4716-b4ed-637fc112975f,2150111350,d2367ea1-c1ad-4362-85ba-3f1645a7dde8,Money Market,PCB Treasury Plus,325043,PCB Sandton Branch,Gauteng,2024-05-14,,Active,229054.47,207103.46,228962.68,0.015,Fixed,ZAR,0.0,2024-07-29
565958dc-8f13-437c-a130-b874a0b9f288,1959232992,85ad99d1-6a69-48ec-9dab-cef2a6e2dc73,Business Account,PCB Business Current,984479,PCB Queenstown Branch,Eastern Cape,2023-07-03,,Active,323278.94,321817.0,323472.63,0.1659,Prime-linked,ZAR,191104.63,2024-12-31
3277d790-8aeb-4a40-899f-0f9d90edd359,7903739080,209811af-6b34-4403-a553-a4aed09aaf0e,Cheque Account,PCB Premier Cheque,838516,PCB Soweto Branch,Gauteng,2021-02-11,,Active,1510.32,1469.68,1588.71,0.1335,Prime-linked,ZAR,59472.9,2024-09-09
e8372e44-ac47-4339-88e8-ac1379279387,2154170102,122bed0b-4808-451c-bd47-58db96f860bc,Savings Account,PCB Flexi Save,681898,PCB Centurion Branch,Gauteng,2016-10-09,,Active,7201.43,6569.4,6836.36,0.065,Variable,ZAR,0.0,2022-12-31
6aace404-3878-4cc8-bd1d-9fdc693412bc,2993031008,c046d20f-f8d8-4553-bbfd-4056d99a8e05,Savings Account,PCB PocketSave,373743,PCB Standerton Branch,Mpumalanga,2022-02-19,,Dormant,54149.84,52042.11,53920.14,0.0079,Prime-linked,ZAR,0.0,2022-05-16
f9df52b7-a106-4bca-a3d3-12346701ec5a,7756142058,c3d68512-ee39-41cc-9791-0586599d9721,Savings Account,PCB Goal Saver,163755,PCB Soweto Branch,Gauteng,2024-04-16,,Active,590.8,545.3,842.59,0.1133,Fixed,ZAR,0.0,2024-04-23
a2813cd1-0266-4141-adf7-6bf5bbd76db6,1193949527,124ec93d-f7de-4fe4-9ff8-56fcac806005,Cheque Account,PCB Prestige Cheque,341016,PCB East London Branch,Eastern Cape,2024-03-14,,Active,6306.55,6166.06,6057.76,0.0091,Variable,ZAR,19876.03,2024-12-19
797461f3-8d51-487e-a78d-bf138e38d20a,5163742778,97996329-6e3f-48fe-bc36-b36c88817145,Money Market,PCB Treasury Plus,525239,PCB Brits Branch,North West,2018-07-12,,Active,5539.43,5142.13,5290.4,0.0374,Prime-linked,ZAR,0.0,2021-02-21
cc22f465-e0dd-4770-a0df-58588741115c,3012809947,e47078f3-ad8c-4911-9a05-d5760dcfd8a7,Cheque Account,PCB Premier Cheque,602867,PCB Secunda Branch,Mpumalanga,2024-10-17,,Active,8455.91,7810.97,8288.03,0.0667,Variable,ZAR,70619.38,2024-10-19
5417d7cd-bc0e-4945-b19a-a42f4daf059d,7318605516,35467d6b-f1b1-4241-815d-df93767762c1,Savings Account,PCB Goal Saver,676396,PCB Standerton Branch,Mpumalanga,2024-08-29,,Active,5126.42,5105.47,4722.79,0.1687,Variable,ZAR,0.0,2024-10-26
71bddbd5-e2bb-4e6c-8c2a-382628c2ab10,9876381804,c90b10fd-a511-488a-9e8d-0fbec48e1af4,Savings Account,PCB Flexi Save,543745,PCB Bethlehem Branch,Free State,2024-10-30,,Active,2112.02,2035.44,1977.32,0.2137,Variable,ZAR,0.0,2024-11-18
fafc33ea-40db-4d16-a2c7-eea56b35465f,4109164567,f08a0cb8-0801-4ed0-bad6-d7251ed2fea2,Cheque Account,PCB Prestige Cheque,854757,PCB Umhlanga Branch,KwaZulu-Natal,2015-01-25,2020-10-06,Closed,1201.34,1092.13,1224.02,0.04,Fixed,ZAR,21221.35,2020-10-06
0e3b8097-ce34-4e25-8620-48a7c6ce0cb3,7745467498,2ea14f7d-a56a-4f64-86f9-a70de9fdfd34,Savings Account,PCB Goal Saver,205253,PCB Upington Branch,Northern Cape,2020-11-06,,Active,888.26,842.07,784.69,0.1181,Prime-linked,ZAR,0.0,2021-06-11
2ea7dac7-fa6a-45e6-abb4-7397b21b87d9,7651341812,3313d442-8fb2-442e-8b5b-105ae70e7556,Money Market,PCB Money Market Call,744089,PCB Soweto Branch,Gauteng,2024-09-12,,Active,3251179.05,3179723.63,3251650.12,0.0995,Variable,ZAR,0.0,2024-12-03
a3b82fbe-d225-4985-b790-d97c139dced8,5305652480,0f56db33-98fd-4cf3-a1b3-5cbfb0f72301,Cheque Account,PCB Premier Cheque,484502,PCB Sandton Branch,Gauteng,2019-05-03,,Dormant,1000.98,917.03,793.52,0.1186,Variable,ZAR,52541.29,2024-04-22
55e0075a-a469-496e-be56-a1e83e8fdeb5,5682923514,3acebc57-2f2f-4565-9336-7b9605009e45,Cheque Account,PCB Prestige Cheque,236664,PCB Centurion Branch,Gauteng,2023-10-25,,Active,45813.98,44835.23,46280.59,0.2062,Variable,ZAR,1198818.18,2024-05-02
96704af9-a65d-4adc-8ecc-8c63123cd16a,4590487682,66a5b361-8f0b-41dc-80c4-bc7aaa6cf6c6,Cheque Account,PCB Gold Cheque,853759,PCB Nelspruit Branch,Mpumalanga,2023-12-30,,Active,6314.16,5754.5,6637.49,0.1858,Fixed,ZAR,29599.35,2024-06-06
